query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
PPGIJJGB_00036,1448139.AI20_19545,1.11e-165,463.0,"COG0566@1|root,COG0566@2|Bacteria,1MWBE@1224|Proteobacteria,1RMPR@1236|Gammaproteobacteria,1Y5CG@135624|Aeromonadales",2|Bacteria,J,Catalyzes the 2'-O methylation of guanosine at position 18 in tRNA,trmH,"GO:0000049,GO:0001510,GO:0002128,GO:0002938,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008171,GO:0008173,GO:0008175,GO:0008757,GO:0009020,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016423,GO:0016740,GO:0016741,GO:0030488,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0106050,GO:0140098,GO:0140101,GO:1901360,GO:1901363","2.1.1.185,2.1.1.34","ko:K00556,ko:K03218,ko:K03437,ko:K15333",-,-,-,-,"ko00000,ko01000,ko03009,ko03016,ko03036",-,-,-,"SpoU_methylas_C,SpoU_methylase"
PPGIJJGB_00037,1448139.AI20_19550,0.0,1378.0,"COG0317@1|root,COG0317@2|Bacteria,1MU44@1224|Proteobacteria,1RN3H@1236|Gammaproteobacteria,1Y3TX@135624|Aeromonadales",2|Bacteria,KT,In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance,spoT,"GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005525,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0007154,GO:0008144,GO:0008150,GO:0008152,GO:0008728,GO:0008893,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009150,GO:0009152,GO:0009163,GO:0009165,GO:0009259,GO:0009260,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0015949,GO:0015969,GO:0015970,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016778,GO:0016787,GO:0016788,GO:0016794,GO:0017076,GO:0018130,GO:0019001,GO:0019438,GO:0019637,GO:0019693,GO:0030312,GO:0030554,GO:0031667,GO:0031668,GO:0031669,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032561,GO:0033554,GO:0033865,GO:0033866,GO:0033875,GO:0034030,GO:0034032,GO:0034033,GO:0034035,GO:0034036,GO:0034404,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0042278,GO:0042451,GO:0042455,GO:0042578,GO:0042594,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046128,GO:0046129,GO:0046390,GO:0046483,GO:0050896,GO:0051716,GO:0055086,GO:0071496,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090407,GO:0097159,GO:0097367,GO:1901068,GO:1901070,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659","2.7.6.5,3.1.7.2","ko:K00951,ko:K01139","ko00230,map00230",-,"R00336,R00429","RC00002,RC00078","ko00000,ko00001,ko01000,ko03009",-,-,"iECNA114_1301.ECNA114_3794,iECOK1_1307.ECOK1_4092,iECP_1309.ECP_3748,iECS88_1305.ECS88_4065,iECSF_1327.ECSF_3486,iLF82_1304.LF82_2165,iNRG857_1313.NRG857_18145,iUMN146_1321.UM146_18405,iUTI89_1310.UTI89_C4195,ic_1306.c4475","ACT_4,HD_4,RelA_SpoT,TGS"
PPGIJJGB_00038,1448139.AI20_19555,5.36e-44,144.0,"COG1758@1|root,COG1758@2|Bacteria,1N6TX@1224|Proteobacteria,1SCSR@1236|Gammaproteobacteria,1Y4NX@135624|Aeromonadales",2|Bacteria,K,Promotes RNA polymerase assembly. Latches the N- and C- terminal regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits,rpoZ,"GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0003899,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0030312,GO:0030880,GO:0032774,GO:0032991,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0061695,GO:0071704,GO:0071944,GO:0090304,GO:0097159,GO:0097659,GO:0097747,GO:0140098,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902494,GO:1990234",2.7.7.6,ko:K03060,"ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020",M00183,"R00435,R00441,R00442,R00443",RC02795,"br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400",-,-,-,RNA_pol_Rpb6
PPGIJJGB_00039,1448139.AI20_19560,3.17e-142,402.0,"COG0194@1|root,COG0194@2|Bacteria,1MW92@1224|Proteobacteria,1RN09@1236|Gammaproteobacteria,1Y47A@135624|Aeromonadales",2|Bacteria,F,"Essential for recycling GMP and indirectly, cGMP",gmk,"GO:0000166,GO:0003674,GO:0003824,GO:0004385,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009126,GO:0009132,GO:0009135,GO:0009150,GO:0009161,GO:0009165,GO:0009167,GO:0009179,GO:0009185,GO:0009259,GO:0009987,GO:0015949,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0017076,GO:0018130,GO:0019205,GO:0019438,GO:0019637,GO:0019693,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0042278,GO:0042802,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046037,GO:0046128,GO:0046483,GO:0046710,GO:0046940,GO:0050145,GO:0055086,GO:0071704,GO:0072521,GO:0090407,GO:0097159,GO:0097367,GO:1901068,GO:1901135,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576,GO:1901657","2.7.4.8,4.1.1.23","ko:K00942,ko:K01591","ko00230,ko00240,ko01100,map00230,map00240,map01100","M00050,M00051","R00332,R00965,R02090","RC00002,RC00409","ko00000,ko00001,ko00002,ko01000",-,-,"iAPECO1_1312.APECO1_2813,iIT341.HP0321,iPC815.YPO0040,iSBO_1134.SBO_3729,iSFV_1184.SFV_3881,iSFxv_1172.SFxv_4016,iUTI89_1310.UTI89_C4193",Guanylate_kin
PPGIJJGB_00040,1448139.AI20_19565,1.48e-249,685.0,"COG0859@1|root,COG0859@2|Bacteria,1MYZA@1224|Proteobacteria,1RR6K@1236|Gammaproteobacteria,1Y46Q@135624|Aeromonadales",2|Bacteria,M,Glycosyltransferase family 9 (heptosyltransferase),opsX,"GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0006629,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0008713,GO:0008920,GO:0009058,GO:0009059,GO:0009103,GO:0009244,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016740,GO:0016757,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044424,GO:0044444,GO:0044464,GO:0046401,GO:0071704,GO:1901135,GO:1901137,GO:1901576,GO:1903509",-,"ko:K02841,ko:K02849,ko:K12982","ko00540,ko01100,map00540,map01100",M00080,-,-,"ko00000,ko00001,ko00002,ko01000,ko01003,ko01005",-,GT9,-,Glyco_transf_9
PPGIJJGB_00041,1448139.AI20_19570,1.51e-177,493.0,"COG1718@1|root,COG1718@2|Bacteria,1QV96@1224|Proteobacteria,1T2AM@1236|Gammaproteobacteria,1Y48X@135624|Aeromonadales",2|Bacteria,H,Catalyzes the ATP-dependent phosphorylation of the 3- deoxy-D-manno-octulosonic acid (Kdo) residue in Kdo-lipid IV(A) at the 4-OH position,kdkA,-,2.7.1.166,ko:K11211,"ko00540,map00540",-,R09767,"RC00002,RC00078","ko00000,ko00001,ko01000",-,-,-,"Kdo,PAP2,RIO1"
PPGIJJGB_00042,1448139.AI20_19575,8.76e-202,559.0,"COG2199@1|root,COG3706@2|Bacteria",2|Bacteria,T,GGDEF domain,-,-,-,-,-,-,-,-,-,-,-,-,"GAF,GGDEF,PAS_3,dCache_1"
PPGIJJGB_00043,1448139.AI20_19580,2.23e-198,550.0,"COG0697@1|root,COG0697@2|Bacteria,1MWMC@1224|Proteobacteria,1RQST@1236|Gammaproteobacteria,1Y3S6@135624|Aeromonadales",2|Bacteria,EG,COG0697 Permeases of the drug metabolite transporter (DMT) superfamily,yigM,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0016021,GO:0031224,GO:0044425,GO:0044464,GO:0071944",-,-,-,-,-,-,-,-,-,-,EamA
PPGIJJGB_00044,1448139.AI20_19585,1.71e-112,322.0,"COG1777@1|root,COG1777@2|Bacteria,1N78A@1224|Proteobacteria,1SDX8@1236|Gammaproteobacteria",2|Bacteria,K,ROK family,-,-,-,-,-,-,-,-,-,-,-,-,-
PPGIJJGB_00046,1448139.AI20_19595,1.1e-201,560.0,"COG0697@1|root,COG0697@2|Bacteria,1MZQM@1224|Proteobacteria,1SZQ8@1236|Gammaproteobacteria",2|Bacteria,EG,of the drug metabolite transporter (DMT) superfamily,yedA,-,-,-,-,-,-,-,-,-,-,-,EamA
PPGIJJGB_00047,1448139.AI20_19600,5.1e-240,659.0,"COG0583@1|root,COG0583@2|Bacteria,1RCTV@1224|Proteobacteria,1S38K@1236|Gammaproteobacteria,1Y5JB@135624|Aeromonadales",2|Bacteria,K,Transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-,-,"HTH_1,LysR_substrate"
PPGIJJGB_00048,1448139.AI20_19605,4.2e-241,662.0,"COG0180@1|root,COG0180@2|Bacteria,1MV4T@1224|Proteobacteria,1RNDC@1236|Gammaproteobacteria,1Y5J4@135624|Aeromonadales",2|Bacteria,J,Belongs to the class-I aminoacyl-tRNA synthetase family,trpS,"GO:0000166,GO:0003674,GO:0003824,GO:0004812,GO:0004830,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006436,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0017076,GO:0019538,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034645,GO:0034660,GO:0035639,GO:0036094,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576",6.1.1.2,ko:K01867,"ko00970,map00970","M00359,M00360",R03664,"RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016",-,-,-,tRNA-synt_1b
PPGIJJGB_00049,1448139.AI20_19610,5.39e-96,280.0,"COG0589@1|root,COG0589@2|Bacteria,1MV6Y@1224|Proteobacteria,1RQQ7@1236|Gammaproteobacteria,1Y4G6@135624|Aeromonadales",2|Bacteria,T,Universal stress protein,uspA,"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006950,GO:0008150,GO:0042802,GO:0044424,GO:0044464,GO:0050896",-,ko:K06149,-,-,-,-,ko00000,-,-,-,Usp
PPGIJJGB_00050,1448139.AI20_19615,9.61e-290,790.0,"COG3007@1|root,COG3007@2|Bacteria,1R5KU@1224|Proteobacteria,1RRCU@1236|Gammaproteobacteria,1Y6EQ@135624|Aeromonadales",2|Bacteria,I,Involved in the final reduction of the elongation cycle of fatty acid synthesis (FAS II). Catalyzes the reduction of a carbon-carbon double bond in an enoyl moiety that is covalently linked to an acyl carrier protein (ACP),fabV,"GO:0000166,GO:0003674,GO:0003824,GO:0004312,GO:0004318,GO:0005488,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0016053,GO:0016491,GO:0016627,GO:0016628,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0032787,GO:0036094,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046394,GO:0048037,GO:0050343,GO:0050662,GO:0051287,GO:0055114,GO:0071704,GO:0072330,GO:0097159,GO:1901265,GO:1901363,GO:1901576","1.3.1.44,1.3.1.9",ko:K00209,"ko00061,ko00650,ko01100,ko01120,ko01200,ko01212,map00061,map00650,map01100,map01120,map01200,map01212",M00083,"R01171,R04429,R04724,R04955,R04958,R04961,R04966,R04969","RC00052,RC00076","ko00000,ko00001,ko00002,ko01000,ko01004",-,-,-,"Eno-Rase_FAD_bd,Eno-Rase_NADH_b,Enoyl_reductase"
PPGIJJGB_00051,1448139.AI20_19620,0.0,1122.0,"COG2199@1|root,COG3706@2|Bacteria,1NVI5@1224|Proteobacteria",2|Bacteria,T,diguanylate cyclase,-,-,-,-,-,-,-,-,-,-,-,-,GGDEF
PPGIJJGB_00052,1448139.AI20_19625,4.52e-123,350.0,"COG1528@1|root,COG1528@2|Bacteria,1R9ZC@1224|Proteobacteria,1RYVB@1236|Gammaproteobacteria",2|Bacteria,P,Iron-storage protein,ftnA,"GO:0000041,GO:0003674,GO:0003824,GO:0004322,GO:0005488,GO:0005506,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006810,GO:0006811,GO:0006812,GO:0006826,GO:0006873,GO:0006875,GO:0006879,GO:0006880,GO:0006950,GO:0006974,GO:0006979,GO:0008150,GO:0008152,GO:0008199,GO:0009987,GO:0010035,GO:0010038,GO:0010039,GO:0016491,GO:0016722,GO:0016724,GO:0019725,GO:0030001,GO:0030003,GO:0033554,GO:0042221,GO:0042592,GO:0042802,GO:0043167,GO:0043169,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0046916,GO:0048878,GO:0050801,GO:0050896,GO:0051179,GO:0051234,GO:0051235,GO:0051238,GO:0051641,GO:0051651,GO:0051716,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0071241,GO:0071248,GO:0071281,GO:0097577,GO:0098771",1.16.3.2,ko:K02217,-,-,-,-,"ko00000,ko01000",-,-,-,Ferritin
PPGIJJGB_00053,1448139.AI20_19630,6.79e-292,796.0,"COG2081@1|root,COG2081@2|Bacteria,1MUGC@1224|Proteobacteria,1RNCW@1236|Gammaproteobacteria,1Y4XV@135624|Aeromonadales",2|Bacteria,S,HI0933-like protein,yhiN,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464",-,ko:K07007,-,-,-,-,ko00000,-,-,-,HI0933_like
PPGIJJGB_00054,1448139.AI20_19635,5.62e-274,751.0,"COG2223@1|root,COG2223@2|Bacteria,1MXAA@1224|Proteobacteria,1RMZZ@1236|Gammaproteobacteria",2|Bacteria,P,fosmidomycin resistance protein,fsr,"GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0031224,GO:0033554,GO:0042221,GO:0044425,GO:0044464,GO:0046677,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0071944",-,ko:K08223,-,-,-,-,"ko00000,ko02000",2.A.1.35,-,-,MFS_1
PPGIJJGB_00055,1448139.AI20_19640,5.86e-140,396.0,"COG1280@1|root,COG1280@2|Bacteria,1RA1G@1224|Proteobacteria,1RSYH@1236|Gammaproteobacteria",2|Bacteria,E,Efflux Protein,leuE,"GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006865,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015175,GO:0015179,GO:0015190,GO:0015318,GO:0015658,GO:0015711,GO:0015803,GO:0015804,GO:0015807,GO:0015820,GO:0015849,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0034220,GO:0042968,GO:0042970,GO:0044425,GO:0044464,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098655,GO:0098656,GO:1902475,GO:1903825,GO:1905039",-,ko:K11250,-,-,-,-,"ko00000,ko02000",2.A.76.1.5,-,-,LysE
PPGIJJGB_00056,1448139.AI20_19685,0.0,1055.0,"COG3275@1|root,COG3275@2|Bacteria,1QUB1@1224|Proteobacteria,1T1RX@1236|Gammaproteobacteria,1Y4YZ@135624|Aeromonadales",2|Bacteria,T,Histidine kinase,ypdA,"GO:0000155,GO:0000160,GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0004673,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0007584,GO:0008144,GO:0008150,GO:0008152,GO:0009605,GO:0009987,GO:0009991,GO:0016020,GO:0016021,GO:0016043,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0016775,GO:0017076,GO:0018106,GO:0018193,GO:0018202,GO:0019538,GO:0023014,GO:0023052,GO:0030554,GO:0031224,GO:0031667,GO:0031668,GO:0031669,GO:0031670,GO:0032553,GO:0032555,GO:0032559,GO:0035556,GO:0035639,GO:0036094,GO:0036211,GO:0042221,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044425,GO:0044464,GO:0045229,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0070887,GO:0071496,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0071944,GO:0097159,GO:0097367,GO:0140096,GO:1901265,GO:1901363,GO:1901564",2.7.13.3,"ko:K02478,ko:K07704","ko02020,map02020",M00492,-,-,"ko00000,ko00001,ko00002,ko01000,ko01001,ko02022",-,-,-,"5TM-5TMR_LYT,GAF,GAF_3,HATPase_c,His_kinase"
PPGIJJGB_00057,380703.AHA_0067,1.5e-171,479.0,"COG3279@1|root,COG3279@2|Bacteria,1MVJI@1224|Proteobacteria,1RQ5T@1236|Gammaproteobacteria,1Y6IS@135624|Aeromonadales",2|Bacteria,K,LytTr DNA-binding domain,ypdB,"GO:0000160,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0023052,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0035556,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0051716,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1903506,GO:2000112,GO:2001141",-,"ko:K02477,ko:K07705","ko02020,map02020",M00492,-,-,"ko00000,ko00001,ko00002,ko02022",-,-,-,"LytTR,Response_reg"
PPGIJJGB_00058,1448139.AI20_19695,1.27e-242,671.0,"COG2223@1|root,COG2223@2|Bacteria,1MWC7@1224|Proteobacteria,1RY1W@1236|Gammaproteobacteria,1Y5ET@135624|Aeromonadales",2|Bacteria,P,Major Facilitator Superfamily,yhjX,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0007154,GO:0008150,GO:0009605,GO:0009987,GO:0009991,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031667,GO:0031668,GO:0031669,GO:0044425,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0071496,GO:0071944",-,ko:K08177,-,-,-,-,"ko00000,ko02000",2.A.1.11,-,-,MFS_1
PPGIJJGB_00059,1448139.AI20_19700,4.56e-269,736.0,"COG0026@1|root,COG0026@2|Bacteria,1MU70@1224|Proteobacteria,1RQEI@1236|Gammaproteobacteria,1Y4QC@135624|Aeromonadales",2|Bacteria,F,Catalyzes the ATP-dependent conversion of 5- aminoimidazole ribonucleotide (AIR) and HCO(3)(-) to N5- carboxyaminoimidazole ribonucleotide (N5-CAIR),purK,"GO:0000166,GO:0003674,GO:0003824,GO:0004638,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006188,GO:0006189,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009259,GO:0009260,GO:0009987,GO:0016020,GO:0016829,GO:0016830,GO:0016831,GO:0016874,GO:0016879,GO:0017076,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034028,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046040,GO:0046390,GO:0046483,GO:0046872,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576",6.3.4.18,ko:K01589,"ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130",M00048,R07404,RC01927,"ko00000,ko00001,ko00002,ko01000",-,-,"iECUMN_1333.ECUMN_0562,iYL1228.KPN_00477",ATP-grasp
PPGIJJGB_00060,1448139.AI20_19705,8.81e-114,327.0,"COG0041@1|root,COG0041@2|Bacteria,1RCWJ@1224|Proteobacteria,1S3VN@1236|Gammaproteobacteria,1Y4JX@135624|Aeromonadales",2|Bacteria,F,Catalyzes the conversion of N5-carboxyaminoimidazole ribonucleotide (N5-CAIR) to 4-carboxy-5-aminoimidazole ribonucleotide (CAIR),purE,"GO:0003674,GO:0003824,GO:0004638,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006164,GO:0006188,GO:0006189,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009259,GO:0009260,GO:0009987,GO:0016829,GO:0016830,GO:0016831,GO:0016853,GO:0016866,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034023,GO:0034641,GO:0034654,GO:0042802,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046040,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",5.4.99.18,ko:K01588,"ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130",M00048,R07405,RC01947,"ko00000,ko00001,ko00002,ko01000",-,-,"iETEC_1333.ETEC_0575,iJN746.PP_5336,iPC815.YPO3076,iUTI89_1310.UTI89_C0551",AIRC
PPGIJJGB_00061,1448139.AI20_19710,2.23e-65,199.0,"COG0347@1|root,COG0347@2|Bacteria,1MZ43@1224|Proteobacteria,1S9ZT@1236|Gammaproteobacteria,1Y5ZV@135624|Aeromonadales",2|Bacteria,E,nitrogen regulatory protein PII,-,-,-,ko:K04752,-,-,-,-,ko00000,-,-,-,"DUF190,P-II"
PPGIJJGB_00062,380703.AHA_0072,1.98e-202,564.0,"COG3329@1|root,COG3329@2|Bacteria,1N85P@1224|Proteobacteria,1RRX7@1236|Gammaproteobacteria,1Y4BX@135624|Aeromonadales",2|Bacteria,S,Na+-dependent bicarbonate transporter superfamily,-,-,-,ko:K07086,-,-,-,-,ko00000,-,-,-,Sbt_1
PPGIJJGB_00063,1448139.AI20_19720,3.31e-208,576.0,"COG0583@1|root,COG0583@2|Bacteria,1MVHT@1224|Proteobacteria,1RN7G@1236|Gammaproteobacteria,1Y5IH@135624|Aeromonadales",2|Bacteria,K,LysR substrate binding domain,nhaR,-,-,ko:K03717,-,-,-,-,"ko00000,ko03000",-,-,-,"HTH_1,LysR_substrate"
